,quoteIndex,quoteText,hitDocId,hitText,hitStart,hitEnd,simScore,hitResult,estc_id,main_category,full_title,work_id,publication_year,language,publication_place,primary_author
157,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",609901000,"ideas they stand for;
in reading and discourse they are for the most
part used as letters in algebra, wherein al-
though a particular quantity is marked by
each letter, it is not requisite that in every
ftep the letter flould suggest to our thoughts
the quantity it stands for. He-infers therc-
fore that we have no ideas but particular ones;
and that names do not always, at. the time
they are used, stand",44679,45085,0.79,Meaning Match,T66487,politics,"An account of the life of George Berkeley, D.D. late Bishop of Cloyne in Ireland. With notes, containing strictures upon his works.",44122-an account of life of george berkeley,1776,English,London,"stock, joseph, 1740-1813"
158,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",195400702,"are beings more simple and less
organized than animals.

The

The word aninal, in its common acceptation,
represents a general idea, composed of particular
ideas which we derive from particular animals.
All general ideas include many different ideas,
which more or less approach or recede from one
another; and, of course, no general idea can
be precise or exaa. The general idea we have
formed of an animal, may be derived from the
particular idea of a",300217,300670,0.79,Meaning Match,T121678,history,"Natural history, general and particular, by the Count de Buffon, translated into English. Illustrated with above 260 copper-plates, and occasional notes and observations by the translator.",681-histoire naturelle,1780,English,Edinburgh,"buffon, georges louis leclerc, comte de, 1707-1788"
159,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",259200600,"may be reduced
to two clafes, 1wich I {shall call Ideas, and lmo-
tions. By ideas, I mean, all thoughts which rife,
and pass in fucceirion, in ihe mind of man: by
emotions, all exertions of the mind, in arranging,
combinrin, and separating its ideas: as well as all
the effe.s prcduced on the mind itellf, by",126966,127274,0.79,Topical,T138776,education,"Lectures on the art of reading. In two parts. Containing Part I. The art of reading prose. Part II. The art of reading verse. By Thomas Sheridan, A.M.",2510-lectures on art of reading,1790,English,Dublin,"Sheridan, Thomas, 1719-1788"
160,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",460300101,"ideas, are
understood to be synonymous terms; and
every notion of the mind that is abfiraicd
is understood to be general; and, vice ver-
fa, every general notion is conceived to be
abflraced. But this I hold to be a mistake:
for, in the first place, I think I have shewn,
that we not only may have a conception of a
particular quality of any substance, abJfrat-
[d from its other",108105,108484,0.79,Meaning Match,T42127,philosophy,Of the origin and progress of language. |...,X-T42127,1773,English,Edinburgh,"Monboddo, James Burnett, lord, 1714-1799"
161,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",336800300,"es: Those Ideas are the
Modes of a Spiritual Substance; and there is no :likeness nor
resemblance between them, and the Modes of Material Sub-
fiances, which are only the occasions ofour having thofe.Id&as, I
and not in any wife the Matter out of which they are formed.
Here seems to be a fort of Beings brought out of noiithing;
but after all, this is vastly below",144781,145146,0.79,Topical,T131237,law,An exposition of the thirty-nine articles of the Church of England. Written by Gilbert Bishop of Sarum.,47-thirty-nine articles,1721,English,Dublin,church of england
162,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1068700800,"Idea whatsoever, are Duration, and
iNmber. The Ideas which accompany the most different
Sensations, are Extension, Figure, Motion, Reft. There all
arise without any previous Ideas afiembled. or compared

B 3. the

Set. I. like manner, Affetions, Tempers, Senti-

' - menets, or Atiions, reflected upon in our

selves, or observed in others, are the con-",22004,22357,0.789,Meaning Match,N5952,philosophy,An essay on the nature and conduct of the passions and affections. With illustrations on the moral sense. By the author of the Inquiry into the original of our ideas of beauty and virtue.,4733-an essay on nature and conduct of passions and affections with illustrations on moral sense,1730,English,London,"hutcheson, francis, 1694-1746"
163,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",769400400,"ssessions arising from. accessory ideas, is to. enrich the lan-
guage with expressions, which, admit of no equivocations, and clear of
all accessory meaning.

There is no need. of extirpating erroneous etymologies, for reality is.
never to be inferred from. etymology.. In making use of a word or a.
phrase, sprung from a false opinions I do not therefore adopt that opi",176335,176705,0.789,Topical,T183799,philosophy,"A dissertation on the influence of opinions on language and of language on opinions, which gained the Prussian Royal Academy's Prize on that Subject. Containing Many Curious Particulars in Philology, Natural History, and the Scriptural Phraseology. Together with an enquiry into the advantages and practicability of an universal learned language. By Mr Michaelis, Court-Counsellor to His Britannic Majesty, and Director of the Royal Society at Gottingen.",35697-ueber den einfluss der sprachen auf die meinungen der menschen,1771,English,London,"michaelis, johann david, 1717-1791"
164,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",325700101,", attain.ab,
-ftraat ideas of the more compounded. beings, which include severaL coex.
.i/tent qualities. For example, the mind having obfcEved that Peter,
..ames, and Yohn, refcmble each other, in certain, common agreements of
fihape and other qualities, leaves out of the complex or. compounded

idea

idea it has of Peter, James, and any",197967,198307,0.789,Meaning Match,T78322,philosophy,"The works of George Berkeley, D.D. late Bishop of Cloyne in Ireland. To which is added, an account of his life, and several of his letters to Thomas Prior, Esq. Dean Gervais, and Mr. Pope, &c. &c. in two volumes. ...",54118-works of george berkeley,1784,English,London,"berkeley, george, 1685-1753"
165,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",343500200,"Association
of Ideas.-Of late, the phrase has been used
in a more extensive sense, to denote the ten-
dency which our thoughts have to succeed
each other in a regular train; whether the
connection between them be eflablifhed by
custom, or arise from some other associating
principle.

53. What the different circumfiances are,
which regulate the fucceflion of our thoughts,
it is not poflible, perhaps, to enumera",37079,37492,0.789,Topical,T130220,philosophy,Outlines of moral philosophy. For the use of students in the University of Edinburgh.,128924-outlines of moral philosophy for use of students in university of edinburgh,1793,English,Edinburgh,"stewart, dugald, 1753-1828"
166,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",398300600,"& les adjectifs: pour qu'ils soient l'image &
le véhicule de nos pensées, il faut qu'ils soient joints à
d'autres mots.

Les idées se présentent d'abord à l'esprit d'une ma-
nière confuse & vague: ce sont de pures perceptions. Mais
nous ne tardons pas à les combiner, & à saisir des rap-
ports entr'elles. De cette combinaison & de",26589,26920,0.789,Topical,T117749,education,"L'art de parler et d'écrire correctement la langue françoise, ou nouvelle grammaire raisonnée de cette langue, à l'usage des étrangers qui désirent d'en Connoître à fond les principes et le génie. Par M. L'Abbé de Levizac.",23862-art de parler et dećrire correctement la langue françoise,1797,French,London,"levizac, jean-pons-victor lecoutz de, -1813"
167,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",578300400,"or arising from the relations of
intelligent beings. These latter ideas are usually
called MIXED MODES.

i. The ideas formed by our intellectual powers are
the mere creatures of the mind, the offspring of the
imagination: the language concerning them is,
"" conceive so and so."" These ideas are, and tmft
be, the fame in all mankind: they are not only the
fame; they are equally clear and diftint in",8581,8979,0.788,Meaning Match,T125069,religion,"Four essays, on the ordinary and extraordinary operations of the Holy Spirit; on the application of experience to religion; and on enthusiasm and fanaticism. To which is prefixed a preliminary dissertation on the nature of clear ideas ... By Thomas Ludlam, ...",58559-four essays on ordinary and extraordinary operations of holy spirit on application of experience to religion and on enthusiasm and fanaticism,1797,English,London,"ludlam, thomas, 1727-1811"
168,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",504100300,"moit confuted and ambiguous.
Every Man, because theyare fre-
quently used in Conversation, or
Writing, apprehends, he perse&-
ly underitands them; while few
annex to them the fame Ideas,
and others appear to have no
certain or diftint Idea of them
at all. Among several Words of
this Kind, which Use has made
current, without imprefling any
real Character upon them; f",378769,379137,0.788,Topical,T75311,philosophy,"A general treatise of morality, form'd upon the principles of natural reason only. With a preface in answer to two essays lately published in The fable of the bees. And some incidental Remarks upon an Inquiry concerning, Virtue, by the Right Honourable Anthony Earl of Shaftsbury. By Richard Fiddes, D. D. Chaplain to the Right Honourable the Earl of Oxford and Earl Mortimer.",22434-a general treatise of morality formd upon principles of natural reason only with preface in answer to two essays lately published in fable of bees,1724,English,London,"fiddes, richard, 1671-1725"
169,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",759200100,"single.
COnsPLEX )ifiafei, ditempers that cannot be separated, as a plea;
rify and fever.
CoMPLEx Ideal, or COMPLEX Terms [with logicians] are ideas
tompounded or confifing of several simple or tingle ones, which are
called incomplex.
A COMPLEX Peron [with some modern divines] is a earpound of
ro intelligent agents, by a most abstruse and inexplica",3119830,3120180,0.788,Meaning Match,T87978,education,"A new universal etymological dictionary: ... Originally compiled by N. Bailey. Assisted in the mathematical part by G. Gordon; in the botanical by P. Miller; and in the etymological, &c. by T. Lediard, ... And now re-published with many corrections, additions, and literate improvements, by different hands. The etymology ... revised and corrected by Joseph Nicol Scott, M.D.",15501-a new universal etymological english dictionary containing not only explanations of words in english language,1772,English,London,"scott, joseph nicol, 1703-1769"
170,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",53700200,"lnity to the Conceptions, excite in others the fame Conceptions. I have added
Affnity, because we find that the Parts or Adjunas of Things are apt to excite in us
the Ideas of the Things themselves. So that it may be a ltanding Rule in this Art,
that the Figures, which are related to the Things by Metonymies and Synecdoches,
are as apt to represent the Things, as those which are",22767,23148,0.788,Topical,T92070,religion,"A perpetual commentary on the Revelation of St. John. Wherein is contain'd, I. The original sacred text, and the English translation, laid down and compared together; and their true Literal and Mystical Sense opened and explained. II. The nature of the prophetick stile, and the Use of Symbolical and Mystick Terms is shewed and illustrated from numerous Instances drawn from Christian and Pagan Antiquities. III. The history of the church of Christ in the several great Periods of its Militant State here upon Earth, is set forth; the whole Series of the more extraordinary Events, and all its more distinguish'd Epocha's, marked out and explained. With a Preliminary Discourse, Concerning The Certainty of the Principles upon which the Revelation of St. John is to be understood. By Charles Daubuz, M. A. Late Vicar of Brotherton in Yorkshire.",X-a perpetual commentary on the revelation of st. john,1720,English,London,
171,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",489100300,";Experiencethat simple Ideas have a much
easier Accbfs than compound; and. the more
lDidfiulty the less Pleasure; yet the more easy

-(...;: '-are

are not always the most agreeable; for as we
have no Pleasure in what falls confusedly on the
Senses, and wearies the Mind with the mani-
fold axd perplex'd Relations of its-Parts; nei",164935,165267,0.788,Meaning Match,T100676,literature_and_arts,"A treatise of musick, speculative, practical and historical. Containing an explication of the philosophical and rational grounds and principles thereof; The Nature and Office of the Scale of Musick; The whole Art of Writing Notes; And the General Rules of Composition. With A Particular Account of the Antient Musick, and a Comparison thereof with the Modern. By Alexander Malcolm, A. M.",9170-treatise of musick,1730,English,London,"malcolm, alexander, 1685-1763"
172,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",881600202,"xrasol (pu'aOiv arorTEaiitvuv. But if we
should chufe to define the peculiar charaSter of IDEAS by
things more known to us than themselves, let us a]ume
fr*om NATURAL PRINCIPLES THE POWER OF ES-
SECTING, MERELY BY EXISTING, all the things that
they effecl andfrom ARTIFICIAL PRINCIPLES TIHE
POWER OF COMPRE",444817,445123,0.787,Meaning Match,T149757,unknown,Miscellanies by Iames Harris ...,14360-miscellanies by iames harris,1787,English,London,"harris, james, 1709-1780"
173,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",32200201,"ant en
eux-mêmes repréfentatifs d'aucune idée réelle, n'ayant qu'une
signification locale, & n'exprimant enfin que le rapport des
objets entr'eux, rappelleraient cependant à leur efprit des
idées diftin&es au moment même, où ces mêmes mots fe-
roient unis aux objets dont ils délignent les rapports.

petitcife, grandeur. &c. Ces mots",209942,210276,0.787,Meaning Match,T101308,education,"De l'homme, de ses facultés intellectuelles et de son éducation. Ouvrage posthume de M. Helvetius. ...",2256-de lhomme de ses facultes intellectuelles et de son education ouvrage posthume de m,1773,French,The Hague,"helvetius, 1715-1771"
174,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1458800300,"s vary, and with idea's names.

Things may be diminished, enlarged, or colleaed;
both qualities and asaions may be colle'ively abthrac-
ted, and aaions necessarily suppose their agents.

Noun fubilantive admits therefore fix formative

cla{1es: diminutives, augmentatives, colledlives, abflras,
aiions, and agents; or, as the seven parts of",183297,183637,0.787,Topical,T78161,philosophy,"The principles of the English language, digested for the use of schools. By James Elphinston",114439-principles of english language digested for use of schools by james elphinston,1766,English,London,"elphinston, james, 1721-1809"
175,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",900700102,"s,
inflections, and arrangements of those words, to all the varie-
ties and niceties of human thought. It is only the most com-
mon and familiar thoughts or notions that have particular
words in all common languages to denote them, and only the
familiar and fiequent combinations of thoughts that have ap-
propriated phrases to express them. New notions require new
words to denote them, as new combinations of thoughts, of
which the variety",1019390,1019831,0.787,Meaning Match,T145936,science,Transactions of the Royal Society of Edinburgh. Vol.II.,13074-transactions of royal society of edinburgh vol,1790,English,Edinburgh,
176,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",224200401,"ings
or Words, endeavour to aJociate and conned
theln with fame Words or Things which you
have well known before, and which arefixed
and eflablilhed in your Memory. This Affocia-
tion of Ideas is of great Importance and
Force, and may be of excellent Use in many
Intances of human Life. One Idea which
is familiar to the Mind connected with others
which are new and strange, will bring those
new Ideas",357019,357420,0.787,Topical,T121455,education,"The improvement of the mind: or, a supplement to the art of logick: containing a variety of remarks and rules for the attainment and communication of useful knowledge, in religion, in the sciences, and in common life. By I. Watts, D.D.",608-improvement of mind,1753,English,London,"watts, isaac, 1674-1748"
177,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",763301100,"; in the
fame manner as, if there were no letters, there
could be no words, or if there were no simple
and undefinable ideas, there could be no com.
plex ideas. - I might mention some infrances
of things, that are discernible no other way
than intuitively, which learned men have
firangely confounded and obscured, by treat.
ing them as fubjecs of reasoning and deduziioli,
One of the most important",223668,224067,0.787,Meaning Match,T12993,philosophy,"A review of the principal questions and difficulties in morals; particularly those relating to the original of our ideas of virtue, its nature, foundation, reference to the Deity, obligation, subject-matter, and sanctions. By Richard Price.",24408-a review of principal questions and difficulties in morals particularly those relating to original of our ideas of virtue its nature foundation reference to deity obligation subject-matter and sanctions,1758,English,London,"price, richard, 1723-1791"
178,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",942400400,", nor
no Relations at all. And so when we talk
of the Difference of Substances, we mean
only that one Substance is made up of more
or different kinds of Nothings. If there he
no Ideatn, nothing without us to anlfwcvr the
Ideas or Notions in our Minds, then we may
put one Relation or one Property for an-
other; and we may affirm in all Propriety
of Speech, that two",3125,3491,0.786,Meaning Match,T88445,religion,A second defence of Dr. Clarke's demonstration of the being and attributes of God; in answer to the postscript published in the second edition of Mr. Law's translation of Dr. King's origin of evil. By the author of the first defence.,144928-a second defence of dr clarkes demonstration of being and attributes of god in answer to postscript published in second edition of mr,1733,English,London,"clarke, john, 1682-1757"
179,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1480100300,"n to the MLind, as pres~enting it with no Ideas :--
~Mathematical Figures, their Parts, and their~ Mutual Relations; Ideas
also, the General as well as the Specific, excepting those of the Highest
Genus; in thort, all Things known to the Mind thro her Faculty of
Reasoning :-l-aitly, the most General Ideas, essential to all Mind ;
Ideas, fundamental",108788,109138,0.786,Meaning Match,N67676,philosophy,"Meno, a dialogue concerning virtue",154112-meno,1769,English,London,plato
180,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",25900700,"them all, * then
this simple Idea is most evidently complex; or
compounded; and thus the ContradifTibn arising
from an Idea compounded and not compounded at
the fame time is unhappily loft. - And if we
are to underfhand the uniting in one Idea all the
Powers and Quali/ies observed in the Particulars of
every Kind, t this would flill be as far from a
Jimpie Idea, as the other:",87458,87836,0.786,Meaning Match,T4944,philosophy,"A vindication of Mr. Locke, from the charge of giving encouragement to scepticism, and infidelity, and from several other mistakes and objections of the learned author of The procedure, extent and limits of human understanding. In six dialogues. Wherein is likewise Enquired, Whether Mr. Locke's True Opinion of the Soul's Immateriality was not mistaken by the late Learned Mons. Leibnitz. By Vin. Perronet, A. M. Vicar of Shoreham in Kent, and Chaplain to the Right Honourable Earl Stanhope.",39738-a vindication of mr locke from charge of giving encouragement to scepticism and infidelity and from several other mistakes and objections of learned author of procedure extent and limits of human understanding,1736,English,London,"perronet, vincent, 1693-1785"
181,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",32000100,"general, all the Ideas we
"" have of particular difiinE Subfiances, are no-

thing but several Combinations of single Ideas,
co-existing in such, tho' unknown, Cause of
(L their Union, as makes the whole fubift of it

self. 'Tis by such Corrbinations of siple Ideas,
' and nothing else, that we represent particular
"" Subflances to our selves; such are",77549,77900,0.786,Meaning Match,T101291,philosophy,"A dissertation upon the tenth chapter of the fourth book of Mr. Locke's Essay, concerning humane understanding. Wherein that author's endeavours to establish Spinoza's atheistical hypothesis, more especially in that tenth chapter, are discover'd and confuted. To which is subjoyn'd; A Short Account of the Sense wherein the Titles of, and the Reasonings in the following Pernicious Books, are to be understood, viz. The Reasonableness of Christianity. Christianity not Mysterious. The Rights of the Christian Church, &c. As also, how that Sense and those Reasonings are bottom'd, upon the Hypothesis establish'd in the said Essay of Humane Understanding. By William Carroll.",61337-a dissertation upon tenth chapter of fourth book of mr lockes essay concerning humane understanding wherein that authors endeavours to establish spinozas atheistical hypothesis more especially in that tenth chapter are discoverd and confuted to which is subjoynd short account of sense wherein titles of and reasonings in following pernicious books are to be understood viz reasonableness of christianity christianity not mysterious rights of christian church as also how that sense and those reasonings are bottomd upon hypothesis establishd in said essay of humane understanding by william carroll,1706,English,London,"carroll, william"
182,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",295500103,"things in such formidable ideas,:Ithat.T:find'my-.
self difpoft A to share in their affli&ions ; although
I know them to be groundless anid imaginary,
or, which is worse, purely affe&ed. -To` offer;
them comfort one by one, would'be not only: n-
endless, but a difobliging talk.. Some of them,;
1 am convinced, would be",4531,4850,0.786,Topical,T141030,ephemera-practical,"The works of Jonathan Swift, D.D: D.S.P.D. with notes historical and critical, by J. Hawkesworth, L.L.D. and others. Vol. I.",61-works,1778,English,Edinburgh,"Swift, Jonathan, 1667-1745."
183,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",371401500,"c. font é-
videntes par elles-mêmes, quoiqu'on ne puiffe
les définir; maisles mots qui défignent des idées
complexes, c'eft à dire, un affemblage d'idées
évidentesconfidéré comme une feule chofe, font
les vrais objets de la définition; parce que les
différents termes qui répréfentent ces idées,
quand ils font réunis, montrent la liaifon,",152567,152906,0.786,Meaning Match,T125931,philosophy,"Les progrès de la raison, dans la recherche du vrai. Ouvrage posthume de Mr. Helvétius.",99129-les progrès de la raison dans la recherche du vrai,1775,French,The Hague,"helvetius, 1715-1771"
184,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1644400104,"Par exemple , on connoit
exadement quelles idées on a attachées
.de pius as mot or , qu'à celui de tom-
bac; mais on ne peut pas mefuirer la
-diffJr'ence de la codleur de ces mitaux,
parce que la perception en eft simple &
ind ivif ible.

Les iddes simples &r les idd=es com.

plexes conviennent en ce",185772,186073,0.786,Meaning Match,N47462,education,"Cours d'étude pour l'instruction du prince de Parme, Aujourd'hui S.A.R. l'infant D. Ferdinand, duc de Parme, Plaisance, Guastalle, &c. &c. &c. par M. l'abbé de Condillac, de l'académie francoise & de celled de Berlin, de l'arme & de Lyon; ancien Précepteur de S.A.R. Tome premier. Grammaire",160151-cours detude pour linstruction du prince de parme aujourdhui s,1776,French,A Londres,"condillac, etienne bonnot de, 1714-1780"
185,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",814200300,"and vices (for inifance) and to all
the forts of objects, whereof the conceptions are usually called
abstract ideas. But the mind, for its own convenience, con-
fiders each of these objeCts, when denoted by a substantive
name, as having a principle of exigence- incommunicable to
any other object; as animals, vegetables, and other external
material objects are observed to have. Hence these ab",90255,90649,0.786,Topical,T114406,education,"An essay on grammar, as it may be applied to the English language. In Two Treatises. The one Speculative, being an Attempt to investigate proper Principles. The other Practical, containing Definitions and Rules deduced from the Principles, and illustrated by a Variety of Examples from the most approved Writers. By William Ward, A. M. Master of the Grammar-School at Beverley in the County of York.",56935-an essay on grammar as it may be applied to english language in two treatises one speculative being attempt to investigate proper principles,1765,English,London,"ward, william, 1708 or 1709-1772"
186,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",680001301,"ideas
might arise, equally diversified, and yet mutually
related.

I do not fay, that, of any number offucceffive
ideas, there is always a mutual affinity between
those which are next to each other. Fancy often
is capricious, and presents combinations, that are
unaccountably extravagant. And we may, no
doubt, exchange any one thought for almost any
other; even as, by a sudden turn, we may",159107,159498,0.786,Meaning Match,T139207,philosophy,"Dissertations moral and critical. In two volumes. On memory and imagination. ... Illustrations on sublimity. By James Beattie, ...",148446-dissertations moral and critical in two volumes,1783,English,Dublin,"beattie, james, 1735-1803"
187,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",365000300,"that a thing may be said
to be possible Abfolzutely and' Negatively, from
the habitude of the Jimple Idea's themselves,
as well as from relation to any Power which
may so denominate it. My meaning is, That
there are some Idea's whose habitude is such
to one another, that they may admit of
Composition: There are others, again, whore
habitude is such that they cannot admit of
Composition, but stand necessarily divided.",107646,108066,0.786,Meaning Match,T76115,philosophy,"Reason and religion: or, the grounds and measures of devotion, consider'd from the nature of God, and the nature of man, In several Contemplations. With Exercises of Devotion apply'd to every Contemplation. By John Norris, M.A.",24394-reason and religion or grounds and measures of devotion considerd from nature of god and nature of man,1724,English,London,"Norris, John, 1657-1711"
188,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1682500500,"of acquiring any ideas of invisible obje~ts, or of
very abffradt: or complex ideas*; owing, pro-
bably, to their want of the power of articula-
tion, or sp~eech. They can express their Jenfa-
tions, their joys and s~orrows, their hopes and
fe·ars, in the clearest manner; but they do not
jLrem to have any mode of expreml",107796,108117,0.786,Meaning Match,W28712,philosophy,"Observations on the increase of infidelity. By Joseph Priestley, L.L.D. F.R.S. &c. &c. To which are added, animadversions on the writings of several modern unbelievers, and especially the Ruins of Mr. Volney. [Three lines in French from Bonnet]",52769-observations on increase of infidelity by joseph priestley l,1797,English,Philadelphia,"priestley, joseph, 1733-1804"
189,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",714000300,", un-
der their common Acceptation, are affix'd,
not to the real internal Conititution, or mor-
bifick State itself, but to the Complication of
Symptoms, or outward sensible Appearances;
which Complication of Symptoms, join'd to-

a 3 gether

gether under a common Name, conifitutes
the complex Idea, or nominal Essence of this
or the other particular Sort or Species of
Diseases.",27290,27670,0.786,Meaning Match,T98970,science,"Philosophical principles of medicine, in three parts. Containing, I. A demonstration of the general laws of gravity, with their Effects upon Animal Bodys. II. The more particular Laws which obtain in the Motion and Secretion of the vital Fluids, applied to the principal Diseases and Irregularitys of the Animal Machine. III. The primary and chief Intentions of Medicine in the Cure of Diseases, problematically propos'd and mechanically resolv'd. By Tho. Morgan, M.D.",56630-philosophical principles of medicine in three parts containing i demonstration of general laws of gravity with their effects upon animal bodys ii more particular laws which obtain in motion and secretion of vital fluids applied to principal diseases and irregularitys of animal machine iii primary and chief intentions of medicine in cure of diseases problematically proposd and mechanically resolvd by tho morgan md,1730,English,London,"morgan, thomas, -1743"
190,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",51000300,"In like manner, betides those ideas an-
nexed to such words as God, religion, fu-
tllre life, &c. which can be communicated
to others by their definitions, there are
what are sometimes calledfecondary ideas,

or

orfeelings, which are aggregate sensations,
consisting of numberless other sensations
and ideas, which have been associated
with them, and which it is absolutely im-
possible for one person to c",109664,110071,0.786,Meaning Match,T39426,education,"Miscellaneous observations relating to education. More especially as it respects the conduct of the mind. The second edition. By Joseph Priestley, LL. D. F.R.S.",10319-miscellaneous observations relating to education more especially as it respects conduct of mind,1788,English,Birmingham,"priestley, joseph, 1733-1804"
191,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",801700500,"their manner, these axioms be
preceded by definitions explaining the sense in which all the im-
·portant words which represent complex ideas are used. When,
in this manner, it is determined in what sense words are to be
used, and what are-the allowed uncontroverted principles we are
to go upon, they may be applied with great ease and certainty in
;the remainder of the discourse; and the demonstration in which
'the",83116,83533,0.785,Meaning Match,T34278,education,"A course of lectures on oratory and criticism. By Joseph Priestley, LL. D. F. R. S.",52753-a course of lectures on oratory and criticism by joseph priestley ll,1777,English,London,"priestley, joseph, 1733-1804"
192,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",38200502,"tion upon this subied, namely : that words fland-
of words, to which we have never annexed any ing for complex ideas are all dfnable, but those by
ideas, and that of course can raise no perceptions which we denotefimple ideas are net. For the per-
in our minds. Now, to unveil this mystery, and ceptions of this latter clals, having no other
give ome little infight into the",868103,868477,0.785,Meaning Match,T61270,education,"A new universal history of arts and sciences, shewing their origin, progress, theory, use and practice, and exhibiting The Invention, Structure, Improvement, and Uses, Of the most considerable Instruments, Engines, and Machines, with Their Nature, Power, and Operation, decyphered in fifty two copper-plates. In two volumes.",X-a new universal history of arts and sciences,1759,English,London,
