,quoteIndex,quoteText,hitDocId,hitText,hitStart,hitEnd,simScore,hitResult,estc_id,main_category,full_title,work_id,publication_year,language,publication_place,primary_author
151,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",164300900,",

MOTION, the last relation common to every
being, ought to be considered as the mobility only,
or the faculty of being moved, which belongs to all
bodies,

FS And

And here we have to study two very dis-
tinA effects of Motion ; namely, the revolution of
the celefial Bodies, the Phenomena that belong
to the general System of the Universe; and the
motion of Bodies terrestial. In this study",35587,35980,0.772,Meaning Match,T108653,philosophy,"An essay on an analytical course of studies, containing a complete system of human knowledge, by J. B. Florian, A.M.",170214-an essay on analytical course of studies containing complete system of human knowledge by j b florian am,1796,English,London,
152,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",508800300,"que fon mouvement vient d'un autre
principe, qu'un bon efprit ne confondra jamais avec celui qui le
contient,je veux dire, avec la matière ou la fubftance des corps,
parce que l'idée de l'un, & l'idée de l'autre, forment deux
idées intelleEuelles, auffi différentes que l'alif& le palif. Si
donc il eft dans les corps un principe moteur, & qu'",216172,216515,0.772,Meaning Match,T100405,philosophy,Ouvres philosophiques.,124776-oeuvres philosophiques,1751,French,Berlin,"la mettrie, julien offray de, 1709-1751"
153,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",655600900,"seem obnoxious: for I fancy I have
' made it very clear, that Motion is but
' Matter under a certain Consideration,
'tho it does not imply or exhaust the
'whole Idea of Matter, no more than
' Extenjfon does.- Indeed it would
' be a Contradiaion that Motion was es-
' fential to Matter, and yet that only
' some parts of Matter, and on certain
' Occaions",100954,101307,0.772,Meaning Match,T130557,history,"An historical account of the life and writings of the late eminently famous Mr. John Toland. Containing, I. A faithful Extract of his Works, and an Account of his Travels in Germany, Holland, &c. II. An Account of the Controversies wherein he was engaged, and a particular Enquiry into his Principles; His Philosophick Resignation to the Divine Will, and his Notions of Futurity at the Time of his Decease. III. An exact Catalogue of his Writings, published both with, and without his Name, and of the Manuscripts he left behind him. By one of his most intimate friends. In a letter to the Lord ****",43527-life of mr john gay author of beggars-opera,1722,English,London,"Curll, Edmund, 1675-1747"
154,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",625800401,", Some have, even,
gone lb far as to dispute the very Existence of
Motion, how much more perplexing must it be
to form a Conception, not only, of the Velocity
of a Motion, but also in infinite Changes and As-
sections of It, in one and the fame Point, where
all the Orders of Fluxions are to be confidered ?

SE C I N the Notion of a Fluxion, according
to our",4185,4544,0.771,Meaning Match,T77585,science,"The doctrine and application of fluxions. Containing (besides what is common on the subject) a number of new improvements in the theory. and The Solution of a Variety of New, and very Interesting, Problems in different Branches of the Mathematicks. Part I. By Thomas Simpson, F.R.S.",56674-doctrine and application of fluxions containing besides what is common on subject number of new improvements in theory,1776,English,London,"simpson, thomas, 1710-1761"
155,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1660900103,"motion, is
the motion changed ; the generation of
motion, is the motion produced ; and
the destroying of motion, is making a
thiingce.le to move..

7/llfl.3 Turn a coffee-mill, you ge-
nerate a motion; turn it back, you al-
rer the motion ; let it alone, and you
destroy the motion.

3. The a6tion and re-action between
two bodies are equal, and in contrary
dire",574260,574622,0.771,Meaning Match,P2253,literature_and_arts,The Edinburgh magazine,X-the edinburgh magazine,1762,English,Edinburgh [Scotland],
156,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",394700500,".
MOTION, is a Continual and
Succeflive Mutation of Place, and is
either Absolute or Relative.
i. Abfalute Motion, is the Change
of the Locus Abfolutus of any moving
Body, and therefore, its Celerity
will be measured by the Quantity
of the absolute Space, which the
moveable Body has run through.
But,
2. Relatilve Motion, is the Muta-
tion of the Relative or Vulgar Place
of",1079752,1080127,0.771,Meaning Match,T109457,science,"A new mathematical dictionary: wherein is contain'd, not only the explanation of the bare terms, But likewise an History of the rise, progress, State, Properties, &c. of things, both in pure mathematics, and natural philosophy, So far as these last come under a Mathematical Consideration. The second edition, with large additions. By E. Stone, F.R.S.",49776-a new mathematical dictionary wherein is containd not only explanation of bare terms but likewise history of rise progress state properties andc,1743,English,London,"stone, edmund, -1768"
157,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",734800400,"5. Velocity is a property of motion, by which a
body passes over a certain space in a certain time.
And is greater or leffir, as it panles over a greater
or lesser space in a certain time, as suppose a second.

6. Motion is a continual and fuccelfive change of
place. If the body moves equally, it is called
equable or uniform motion. If it increases, or decreases
it is called accelerated or",41532,41924,0.771,Meaning Match,T77186,science,"Tracts: containing I, Mechanics, or the doctrine of motion. II. The projection of the sphere. III. The laws of centripetal and centrifugal force. By William Emerson. A new edition. To which is prefixed, some account of the life and writings of the author, by the Rev. W. Bowe, Of Scorion, near Catterick, Yorkshire.",125414-tracts containing i mechanics or doctrine of motion,1793,English,London,"emerson, william, 1701-1782"
158,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",935301000,"ity through

which

which it is carried, why it should not move di-
realy; neither is there any Change made in the
Atom itself, that it -hould not retain the Mo-
tion natural to it, by Force of its Weight or
Gravity.

As for the whole Atomical Hypothesis, either
Epicurean or Democritick, I shall not, nor need
I, spend Time to confute it; this having been
already solidly and sufficiently",62633,63022,0.771,Meaning Match,T93659,religion,"The wisdom of God manifested in the works of the creation. In two parts. Viz. The Heavenly Bodies, Elements, Meteors, Fossils, Vegetables, Animals, (beasts, Birds, Fishes, and Insects) more particularly in the Body of the Earth, its Figure, Motion, and Consistency; and in the admirable Structure of the Bodies of Man and other Animals; as also in their Generation, &c. With answers to some objections. By John Ray. late Fellow of the Royal Society.",965-wisdom of god manifested in works of creation in two parts,1743,English,London,"ray, john, 1627-1705"
159,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",365000100,"moved by'an-
other. For it is impollible, that what moveth, and is moved
by another, (hould proceed in infinitum! Arit. Phyf. L g. c. g.
' Solum quod feipfum movet, quod nunsuam deferitur a fc,
nunqu am ne moveri quidem definit: quinetiam cacteris quae
moventur, hic sons, hoc principium eft movendi. Principii",141646,141956,0.771,Topical,T70270,religion,"Physico-Theology: or, a demonstration of the being and attributes of God, from His works of creation. Being the substance of sixteen sermons, Preached in St Mary-le-Bow Church, London; At the Honourable Mr Boyle's Lectures, in the Years 1711, and 1712. With large Notes, and many curious Observations. By W. Derham, D. D. late Canon of Windsor, Rector of Upminster in Essex, and F. R. S.",829-physico-theology or demonstration of being and attributes of god from his works of creation,1773,English,Edinburgh,"derham, w., 1657-1735., (william)"
160,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1192700700,"move more than one way at once ?
And if it moves but one way, how can it move all the opposite Bodies with
their peculiar Propagations?

M m

But

Sensible Mo- 5. But to this it may be answered, first, that there are in every sensible Point
mentscompofed of Matter a sufficient number of diftint Particles to convey every one of thole
f nfinzte'otMer.Motions diftina, without interfer",660807,661191,0.771,Topical,T71737,science,"The posthumous works of Robert Hooke, M.D. S.R.S. Geom. Prof. Gresh. &c. containing his Cutlerian lectures, and other discourses, read at the meetings of the illustrious Royal Society. In which I. The present Deficiency of Natural Philosophy is discoursed of, with the Methods of rendering it more certain and beneficial. II. The Nature, Motion and Effects of Light are treated of, particularly that of the Sun and Comets. III. An Hypothetical Explication of Memory; how the Organs made use of by the Mind in its Operation may be Mechanically understood. IV. An Hypothesis and Explication of the cause of Gravity, or Gravitation, Magnetism, &c. V. Discourses of Earthquakes, their Causes and Effects, and Histories of several; to which are annext, Physical Explications of several of the Fables in Ovid's Metamorphoses, very different from other Mythologick Interpreters. VI. Lectures for improving Navigation and Astronomy, with the Descriptions of several new and useful Instruments and Contrivances; the whole full of curious Disquisitions and Experiments. Illustrated with sculptures. To these discourses is prefixt the author's life, giving an Account of his Studies and Employments, with an Enumeration of the many Experiments, Instruments, Contrivances and Inventions, by him made and produc'd as Curator of Experiments to the Royal Society. Publish'd by Richard Waller, R. S. Secr.",102772-posthumous works of robert hooke md srs geom prof gresh containing his cutlerian lectures and other discourses read at meetings of illustrious royal society in which i present deficiency of natural philosophy is discoursed of with methods of rendering it more certain and beneficial ii nature motion and effects of light are treated of particularly that of sun and comets iii hypothetical explication of memory how organs made use of by mind in its operation may be mechanically understood iv hypothesis and explication of cause of gravity or gravitation magnetism v discourses of earthquakes their causes and effects and histories of several to which are annext physical explications of several of fables in ovids metamorphoses very different from other mythologick interpreters vi lectures for improving navigation and astronomy with descriptions of several new and useful instruments and contrivances whole full of curious disquisitions and experiments illustrated with sculptures to these discourses is prefixt authors life giving account of his studies and employments with enumeration of many experiments instruments contrivances and inventions by him made and producd as curator of experiments to royal society publishd by richard waller r s secr,1705,English,London,"Hooke, Robert, 1635-1703."
161,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",52001500,"moved
the moment it freely moved itself. Thus
nothing but contradictory ideas can arise

from

( ,6 )
from the supposition of matter's having
power to move itself.

¥We know from experience, that matter
put in motion continues to move in a right
line, if it meets with no obftrudion. Whe-
ther this progressive motion is the passive es-
fe& of the original action, or if it requires
the continued influence of",38475,38884,0.771,Topical,T93867,philosophy,"Philosophical dissertations. By James Balfour, Esq; of Pilric.",154520-philosophical dissertations by james balfour of pilrig,1782,English,Edinburgh,"balfour, james, 1705-1795"
162,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",928100103,"and Motion to another, than it firtc had
itself, and yet almost retain all its own. The great
Philosopher for Motion, Mr. Mariotte, calls this,
in his Treatise of Percussion, p. 153, 154, a very
.ftrpri/Tng Paradox ; and a few Lines below, a won-
derful Thing; and that he might leave it past
doubt, proves it experimentally.

And Mr.",284549,284883,0.771,Meaning Match,T181382,religion,"The religious philosopher: or, the right use of contemplating the works of the creator. In three volumes. ... In the wonderful Structure of Animal Bodies, and in particular Man. ... In the no less wonderful and wise Formation of the Elements, and their various Effects upon Animal and Vegetable Bodies. ... In the most amazing Structure of the Heavens, with all its Furniture. Designed For the Conviction of Atheists and Infidels. Throughout which, all the late discoveries in anatomy, philosophy, and Astronomy, together with the various Experiments made use of to illustrate the same, are most copiously handled by that Learned Mathematician, Dr. Nieuwentyt. Translated from the original, by John Chamberlayne, Esq; F. R. S. To which is prefix'd, a letter to the translator, by the Reverend J. T Desaguliers, LL. D. F. R. S.",2946-regt gebruik der werelt beschouwingen,1721,English,London,"nieuwentyt, bernard, 1654-1718"
163,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1037800402,"motion oF the
m»erit. éteftier, &c. V. To deteft. atoms, le mouvement de, déclinaifon des

atomnes.

C c 2 DEVICE,

204 DEV DEV DEV DEU
DEVICE, S. (invention or contri- Devilish, Adv. diablement, en diable, mettre entre les mains, l'n faire le dépo.
vance) invention, moyen",1344100,1344373,0.771,Meaning Match,T222911,philosophy,"Dictionnaire royal, françois-anglois et anglois-françois tiré des meilleurs auteurs, qui ont ecrit dans ces deux langues ci-devant compose a l'usage de feu S. A. R. le duc de Glocester par Mr. A. Boyer revu & Augment'e d'un grand nombre de mots & de phrases, tant angloises que françoises; et d'une dissertation sur la prosodie.",199-royal dictionary,1768,French,Basel,"Boyer, Abel, 1667-1729"
164,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1255400301,"Jch ge-
rucht beweegen.
Easily moved, Ligt te beweegen.
Movement, Beweeging.
le4 The Movement of a watch , De veer van eem

uur'werk.
Moven. or Mover, een Beweeger, beroerder , san-

raader.
Moving, Beweeging, vaorftelling, - beweegende,

be'weegelyk.

MOU.
MOULD, Aarde, -",1237391,1237664,0.771,Topical,T152845,education,"A large dictionary English and Dutch, in two parts: Wherein each Language is set forth in its proper form; the various significations of the Words being exactly noted, and abundance of choice Phrases and Proverbs intermixt. To which is added a grammer, for both languages. The First Part. The fourth edition corrected and enlarged. = Groot woordenboek der Engelsche en Nederduytsche taalen; nevens eene spraakkonst derzelver. Door W. Sewel. Eerste Deel. De vierde druk verbetert en vermeerdert.",6033-a compleat dictionary english and dutch,1749,English,Amsterdam,"sewel, william, 1653-1720"
165,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1177100142,"is measured by it,
Four Axioms are proposed concerning variable Mo-
tions, Two concerning Motions that are accelerated,
and Two concerning such as are retarded. The
First is, That the Space described by an accelerated
Motion is greater than the Space which would have
been described in the fame Time, if it had not been
accelerated, but had continued uniform from the
Beginning of the Time. The Second is, That the
Space which is described by",474798,475240,0.77,Topical,P2656,literature_and_arts,"Philosophical transactions: giving some accompt of the present undertakings, studies and labours of the ingenious in many considerable parts of the world.",X-P2656,,English,London|Oxford.,
166,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",888800101,"motion lideways, and provided them with
certain hooked parts, to enable them the better to hang together;
and from a caliual or fortuitous jumble of these hooked intanglqd
atoms, they supposed the whole universe to be formed.
ATOMICAL philosophy, denotes the doctrine of atoms; or a
method of accounting for the origin and formation of all things,
from the filppofition of atoms being",3031803,3032187,0.77,Meaning Match,T128978,education,"The new Royal cyclopædia, and encyclopædia; or, complete, modern and universal dictionary of arts and sciences. ... Illustrated with ... copper-plates, ... In three ... volumes. ... By George Selby Howard, ... Assisted by many gentlemen ... John Bettesworth, ... Henry Boswell, ... Felix Stonehouse, D.D. and others.",X-the new royal cyclopædia,1788,English,London,
167,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",430100302,"would ; Yet they move, and since they
move not of thewfelves, nor by their own INature,
one would examine, Lucilim, whether there is not
some Principle without them, which causes this
Motion. Whatever you find it, I call it God.

Should we suppose there great Bodies to be
without Motion, 1 (hould not then ask who moves
'em, but I should still be allow'd to enquire who
made them, as",609426,609810,0.77,Topical,T130565,literature_and_arts,"The works of Monsieur De La Bruyere. In two volumes. ... The sixth edition, revis'd by the Paris edition: with an original chapter, Of the manner of living with great men: written after the method of M. Bruyere, by N. Rowe, Esq;.",35572-works of monsieur de la bruyere in two volumes,1713,English,London,"la bruyere, jean de"
168,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",548400300,"advances into a new one, and there is so
much acquir'd to the Space behind the movingBody,
which it leaves, as there is lofl to it before in theSpace,
on which it incroaches, whilst the otherlateral parts
of the Globe are only-contiguous to Space, and pas
or slide, as it were, thro' it; if this Space therefore
inflead of being an abftraced one of Extension",321396,321754,0.769,Topical,T112866,science,"The principles of natural philosophy, in which is shewn the insufficiency of the present systems, to give us any just account of that science: and the necessity there is of some new principles, in order to furnish us with a true and real knowledge of nature. By Robert Green, M. A. and Fellow of Clare Hall.",59898-principles of natural philosophy in which is shewn insufficiency of present systems to give us any just account of that science and necessity there is of some new principles in order to furnish us with true and real knowledge of nature,1712,English,Cambridge,"greene, robert, 1678?-1730"
169,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",297300105,"they are properly and direcly
attributed to some mode of that substance. Motion is the mode of a body ; but
the swiftness, or slowness of it, or its direction to the north or south, are but modes
of motion. Walking is the mode or manner of man, or of a beast; but walking
gracefully implies a manner or mode superadded to that action. All comparative
and superlative degrees of any quality, are",61471,61865,0.769,Meaning Match,T100908,religion,"The works of the late reverend and learned Isaac Watts, D.D. published by himself, and now collected into six volumes. In which are also inserted the second part of the Improvement of the mind, An essay on education, and some additions to his Miscellaneous thoughts in prose and verse. Now first published from his manuscripts, and, the Direction of his Will, revised and corrected by D. Jennings, D.D. and the late P. Doddridge, D.D. ...",107991-works of reverend and learned isaac watts dd published by himself and now collected into six volumes,1753,English,London,"watts, isaac, 1674-1748"
170,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",159900100,"tô- 27°

01. 127.
mes. 2ème a

Les atômes ont un mouvement interne: la
gravité. Leur motion se feroit dans le plan
vertical, * si, par une loi particulière, ils ne dé-
crivoient une ellipse dans le vuide. (2)

La terre, le ciel, les planètes, les étoiles, les
animaux, l'homme compris, nacquirent du con-
cours fortuit de ces atômes;",642735,643068,0.769,Meaning Match,N7167,politics,"Essai historique, politique et moral, sur les révolutions anciennes et modernes, considérées dans leurs rapports avec la révolution françoise. ... Vol. I.",146202-essai historique politique et moral sur les revolutions anciennes et modernes considerees dans leurs rapports avec la revolution francoise vol i,1797,French,London|Hamburg.,"Chateaubriand, François-René de, 1768-1848"
171,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",569600101,"by mifunderflanding
him.

After having explained the efficient cause of all power
distributed throughout the universe, Aristotle proceeds to
define motion; but though the efforts of a great genius
are conspicuous, his definition is very lame and irper-
fed. The farther he advances, his reasoning becomes
more clear; finite and infinite, the vacuum and atoms,
space and time, place and the bodies contained in it,",1430346,1430759,0.769,Meaning Match,T134585,education,"The complete dictionary of arts and sciences. In which the whole circle of human learning is explained, And the Difficulties attending the Acquisition of Every Art, Whether Liberal or Mechanical, are Removed, in the most easy and familiar manner. Among the various Branches of Literature explained in this Work are the following, viz. Agriculture Algebra Anatomy Architecture Arithmetic Astronomy Botany Catoptrics Chemistry Chronology Commerce Conics Cosmography Dialling Dioptrics Ethics Fluxions Fortification Gardening Gauging Geography Geometry Grammar Gunnery Handicrafts Heraldry History Horsemanship Husbandry Hydraulics Hydrography Hydrostatics Law Levelling Logic Maritime And Military Affairs Mathematics Mechanics Merchandize Metaphysics Meteorology Music Navigation Optics Painting Perspective Pharmacy Philology Philosophy Physic Pneumatics Rhetoric Sculpture Series Statics Statuary Surgery Surveying Theology, &c. The theological, philological, and critical branches, by the Rev. Temple Henry Croker, A. M. Chaplain to the Right Honourable the Earl of Hillsborough. The medicinal, anatomical, and chemical, by Thomas Williams, M. D. The mathematical by Samuel Clark, Author of an Easy Introduction to the Theory and Practice of Mechanics. and the other parts by several gentlemen particularly conversant in the Arts or Sciences they have undertaken to explain.",16612-complete dictionary of arts and sciences in which whole circle of human learning is explained and difficulties attending acquisition of every art whether liberal or mechanical are removed in most easy and familiar manner,1764,English,London,"croker, temple henry, 1729 or 1730-1790?"
172,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",700300102,"Example, put into Motion, was transferred
by the Mover as far as B. then when it
was left by that which moved or put it in-
to Motion, the Air in the mean while,
which was in the Place of the moving
Body that is in A, fills the Place between
A and B, and. so by its Impulse commu-

* Is not this to an Hair the Vis ImnpreJfaj and the
Projeaion of the modern Philosoph",444684,445051,0.768,Meaning Match,T70602,religion,"The philosophical and theological works of the late truly learned John Hutchinson, Esq; In twelve volumes. Vol. I. Moses's Principia, Part I. ... Vol. II. Moses's Principia, Part II. ... Vol. III. Moses's Sine Principio; or, the meaning of the names and titles of God; ... Vol. IV. The confusion of tongues, and trinity of the gentiles; ... Vol. V. Power essential and mechanical ... Vol. VI. Glory or Gravity, or Glory Essential; ... Vol. VII. The Hebrew writings perfect. ... Vol. VIII. Containing the religion of Satan, or natural religion; and the data in Christianity, Part I. ... Vol. IX. The Data in Christianity, Part II. Vol. X. The Human Frame; ... Vol XI. Glory Mechanical; or the agents of nature, ... Vol. XII. A collection of several tracts. on the instincts in the several orders of creatures. ... With indexes.",50963-philosophical and theological works of john hutchinson in twelve volumes vol1,1749,English,London,"hutchinson, john, 1674-1737"
173,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",491900500,"investigating those things, which human
reason is incapable of conceiving. However, thus far the
loundeft philosophers agree concerning it, that it is somew\hat
incorporeal. For how can sluggish matter, which is of itself
void of all motion, be the source and firll cause of thought,
the molt excellent of all motions ? Wherefore, it is fuffici-
ent!y evident, that this first mover",567006,567388,0.768,Topical,N3670,science,"The medical works of Richard Mead, M. D. Physician to his late Majesty King George II. Fellow of the Royal Colleges of Physicians at London and Edinburgh, and of the Royal Society.",35765-medical works of richard mead m,1767,English,Dublin,"mead, richard, 1673-1754"
174,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",358500305,"arises from the Com-
parison of one Body with another.
Thus Motion is an abjolute Mode of a
Body; for I can confider a Body as
in Motion, without comparing it to
any thing else in the whole Creation:
But Swiftness and Slowness are rela-
tive Modes, the Ideas whereof are
produced by comparing the Motion of
.one Body with that of others; as the
Motion of a Bowl on a Bowling-Green",34172,34552,0.768,Meaning Match,T109990,philosophy,"Logic made familiar and easy to young gentlemen and ladies. To which is added, a compendious system of metaphysics, or, ontology. Being the fifth volume of the Circle of sciences, &c. Published by the King's Authority.",X-logic made familiar and easy,1752,English,Dublin,
175,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1235400201,"e ces conféquences par les termes
mêmes de la définition , telle eft la
balè du fyfiême & la logique de l'au-
teur.

°0. Le mouvement eft-il effentiel à la
matiere ? L'auteur l'afture, lui qui avoit
dit néanmoins que les corps ne ren-
ferrmnt point en eux - mêmes la rai-
fon de leurs changemens, & que tous
les",10729,11040,0.768,Topical,T149830,science,Réflexions philosophiques sur Le système de la nature. Par M. Holland. Premiere Partie.,36122-reflexions philosophiques sur le système de la nature par m,1772,French,Neuchatel,"holland, georg jonathan von, 1742-1784"
176,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",630600102,"motion, and the order of the
world: and in both these the different hypotheses of
Anaximander and Democritus were equally defect-
ive. But whether the world were made by the cir-
aruvolution of infinite matter, endued with contrary qua-
lities, or by the motion of atoms, which had nothing but
bulk andfigure, signifies nothing as to the main point.
I do not deny but one hypothesis may in some",608426,608820,0.768,Topical,T145724,religion,"Origines sacræ: or a rational account of the grounds of natural and revealed religion. To which is added part of another book upon the same subject, left unfinished by the author. Together with A letter to a deist. In two volumes. ... By ... Edward Stillingfleet, ...",2199-origines sacrae or rational account of grounds of christian faith as to truth and divine authority of scriptures and matters therein contained,1797,English,Oxford,"Stillingfleet, Edward, 1635-1699."
177,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",223900203,"motion, and power. If it be asked,
how these atoms came to make a world, and
unite into the present system of things that
we behold, we are told: That after the infi-
nite alterations, as to motion and place, which
these atoms underwent during the eternity of
their existence, they at lalt united themselves
into all the present various combinations and
forms in which we now behold them. If
through our wonder and",373150,373564,0.768,Meaning Match,T63371,religion,"Sermons on the following subjects, viz. The religion of Christ. Christian Morality. Excellence of Christ's Doctrines The Possibility of Miracles. Character of Christ and his Apostles. Design of their Miracles. Certainty of the Miracles. Resurrection of Christ; and Consequences of it. His not appearing to all the People Of Christ's Ascension. The Descent of the Holy Spirit. The Doctrine of a Resurrection explained. The Change made by it in the Saints. Objections against a resurrection answered. By the late reverend Samuel Chandler, D. D. and F. R. and A. S. S. Published from his manuscript; with a preface, giving a brief account of the life, character and writings of the author. By Thomas Amory. ...",55371-sermons on following subjects viz,1768,English,London,"chandler, samuel, 1693-1766"
178,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1214801100,"-motion, is to suppose a deftruCion of it,- or of
the efiential difference betwixt matter and spirit; jum-
bling the material and spiritual worlds into utter confu-
sion. For felf-motion is the fame with spontaneous mo-
tion, which is the fame with voluntary motion; tb that

a1i

an ascribing of this to mere matter, must be an afcri-
bing of will to",47982,48333,0.767,Topical,T184023,literature_and_arts,"An exposition of a false and abusive libel, entitled, The procedure of the Associate Synod in Mr Pirie's case represented, and his protest against their sentence vindicated: to which is added, An essay on excommunication. In which the doctrine of liberty and necessity, according to the principles of calvinists and of Christian philosophy, is briefly stated; and some view is taken of the Essays on the principles of morality and natural religion, particularly of the Essay on Liberty and Necessity.",62927-an exposition of false and abusive libel entitled procedure of associate synod in piries case represented and his protest against their sentence vindicated,1764,English,Edinburgh,"gib, adam, 1714-1788"
179,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",449400800,"Inaction or reft, but such Conception
miuft absolutely be attended with that of some ac-
cidents which suppose Motion. Besides, What
is Motion in Matter? at least I wotld fain know
what it is according to the Idea we form of
it? I take such Motion to be nomore than a

C 3 ree-

reciprocal Change of Situation of certain par-
ticles. Now this change of Situation cannot
be absolutely attributed but to",50526,50927,0.767,Meaning Match,T31443,history,"The life and adventures of Mademoiselle de la Sarre, Containing a great many Indidents presumed to be new, as not occurring in the common Course of Life, by Thomas Crowley Esqr.",122587-life and adventures of mademoiselle de la sarre containing great many indidents presumed to be new as not occurring in common course of life by thomas crowleyr,1751,English,Rotterdam,"crowley, thomas, approximately 1700-approximately 1785"
180,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",386101400,"Or,

Secondly,

(77)
Secondly, Upon the'Impulfe or
Contac of some other Bodies (k).

§. LXXII. The Motion of Bodies,
which results from the Physical and
Mechanical Laws and Powers of the
Bodies themselves, is that Species of
Motion which is supposed essential
to Matter: (I) but as the Proof of
this first Principle is refled upon the
Establishment of the second",61367,61729,0.767,Topical,T27268,philosophy,"An enquiry into the immateriality of thinking substances, human liberty, and the original of motion. Particularly in Answer to a late Pamphlet, intitled, A Philosophical Enquiry into the Physical Spring of Human Actions, and the immediate Cause of Thinking. By William Windle, A. B.",179373-an enquiry into immateriality of thinking substances human liberty and original of motion,1738,English,London,"windle, william, 1706 or 1707-"
